Invoice ID,City,Customer type,Gender,Product line,Date,Payment,gross income,Rating
885-56-0389,Naypyidaw,Member,Male,Fashion accessories,2019-02-12,Cash,2.6175,4.0
608-05-3804,Mandalay,Member,Male,Electronic accessories,2019-02-25,Cash,1.9875,6.1
448-61-3783,Yangon,Normal,Female,Electronic accessories,2019-03-21,Credit card,36.008,4.5
761-49-0439,Mandalay,Member,Female,Electronic accessories,2019-01-19,Ewallet,4.84,8.6
490-95-0021,Mandalay,Member,Female,Food and beverages,2019-01-08,Ewallet,16.605,6.0
115-38-7388,Naypyidaw,Member,Female,Fashion accessories,2019-03-30,Credit card,4.072,9.5
311-13-6971,Mandalay,Member,Male,Sports and travel,2019-02-20,Credit card,15.995,9.9
291-55-6563,Yangon,Member,Female,Home and lifestyle,2019-03-30,Ewallet,10.326,7.5
548-48-3156,Yangon,Member,Female,Food and beverages,2019-03-19,Cash,8.334,7.6
460-93-5834,Yangon,Normal,Male,Sports and travel,2019-01-13,Cash,15.953,5.0
325-89-4209,Yangon,Member,Male,Food and beverages,2019-02-05,Ewallet,4.395,6.7
884-80-6021,Yangon,Member,Female,Electronic accessories,2019-03-23,Ewallet,36.735,9.5
137-74-8729,Naypyidaw,Normal,Female,Fashion accessories,2019-03-13,Ewallet,4.876,6.8
880-46-5796,Yangon,Member,Male,Sports and travel,2019-03-17,Ewallet,38.46,5.6
389-70-2397,Naypyidaw,Normal,Female,Health and beauty,2019-02-21,Cash,20.915,7.2
114-35-5271,Mandalay,Normal,Female,Electronic accessories,2019-02-07,Cash,23.164,8.1
607-76-6216,Naypyidaw,Member,Female,Fashion accessories,2019-03-02,Credit card,23.1225,8.6
715-20-1673,Mandalay,Normal,Male,Electronic accessories,2019-03-06,Cash,7.095,9.4
811-35-1094,Mandalay,Member,Male,Electronic accessories,2019-02-06,Credit card,15.135,8.9
699-88-1972,Mandalay,Normal,Male,Health and beauty,2019-01-28,Credit card,39.664,4.2
781-84-8059,Naypyidaw,Normal,Male,Fashion accessories,2019-01-18,Ewallet,21.259,5.0
409-49-6995,Naypyidaw,Member,Female,Food and beverages,2019-02-05,Cash,14.181,8.8
725-54-0677,Naypyidaw,Member,Male,Health and beauty,2019-03-02,Cash,29.96,5.3
146-09-5432,Yangon,Member,Male,Food and beverages,2019-02-09,Ewallet,15.768,4.6
377-79-7592,Naypyidaw,Member,Female,Electronic accessories,2019-01-14,Credit card,20.178,7.5
509-10-0516,Mandalay,Normal,Male,Home and lifestyle,2019-02-09,Ewallet,9.194,5.1
595-94-9924,Yangon,Member,Female,Health and beauty,2019-03-26,Credit card,6.9325,4.2
865-41-9075,Yangon,Normal,Male,Food and beverages,2019-01-28,Cash,4.0355,8.1
545-07-8534,Naypyidaw,Normal,Female,Health and beauty,2019-02-14,Ewallet,5.832,6.0
118-62-1812,Naypyidaw,Member,Female,Home and lifestyle,2019-03-24,Cash,15.676,7.9
450-42-3339,Naypyidaw,Normal,Male,Health and beauty,2019-02-09,Credit card,42.305,8.8
851-98-3555,Mandalay,Normal,Female,Health and beauty,2019-03-24,Credit card,20.72,6.6
186-71-5196,Yangon,Member,Female,Food and beverages,2019-03-27,Ewallet,7.954,6.2
624-01-8356,Mandalay,Normal,Female,Home and lifestyle,2019-01-27,Credit card,24.505,4.2
313-66-9943,Mandalay,Member,Female,Food and beverages,2019-03-27,Credit card,4.3725,7.3
151-27-8496,Naypyidaw,Normal,Female,Electronic accessories,2019-01-19,Ewallet,11.226,8.6
453-33-6436,Yangon,Normal,Female,Home and lifestyle,2019-02-07,Cash,37.248,6.8
522-57-8364,Yangon,Member,Male,Fashion accessories,2019-01-31,Ewallet,20.536,7.6
459-45-2396,Yangon,Member,Female,Food and beverages,2019-02-25,Cash,14.94,5.8
717-96-4189,Naypyidaw,Normal,Female,Electronic accessories,2019-02-02,Cash,10.647,4.1
722-13-2115,Naypyidaw,Member,Male,Sports and travel,2019-03-14,Credit card,2.1425,9.3
749-81-8133,Yangon,Normal,Female,Fashion accessories,2019-03-11,Cash,18.934,6.8
777-67-2495,Mandalay,Normal,Male,Home and lifestyle,2019-02-22,Ewallet,10.3455,8.7
636-98-3364,Mandalay,Member,Female,Electronic accessories,2019-03-02,Ewallet,3.939,6.3
246-55-6923,Naypyidaw,Member,Female,Home and lifestyle,2019-03-10,Credit card,16.1055,5.1
181-82-6255,Mandalay,Normal,Female,Home and lifestyle,2019-02-08,Cash,4.911,7.0
838-02-1821,Naypyidaw,Member,Female,Home and lifestyle,2019-02-22,Credit card,1.273,5.2
887-42-0517,Naypyidaw,Normal,Female,Sports and travel,2019-01-10,Credit card,29.099,6.6
457-12-0244,Naypyidaw,Member,Female,Sports and travel,2019-03-14,Ewallet,10.566,6.5
226-34-0034,Mandalay,Normal,Female,Electronic accessories,2019-01-10,Ewallet,2.756,9.0
321-49-7382,Mandalay,Member,Male,Sports and travel,2019-02-15,Credit card,4.4155,5.2
397-25-8725,Yangon,Member,Female,Health and beauty,2019-01-13,Credit card,17.829,6.8
431-66-2305,Mandalay,Normal,Female,Electronic accessories,2019-02-15,Credit card,39.7125,7.6
825-94-5922,Mandalay,Normal,Male,Sports and travel,2019-03-02,Ewallet,2.531,7.2
641-62-7288,Mandalay,Normal,Male,Home and lifestyle,2019-03-24,Ewallet,29.976,7.1
756-93-1854,Naypyidaw,Member,Female,Fashion accessories,2019-02-02,Credit card,8.335,9.5
243-55-8457,Yangon,Normal,Female,Food and beverages,2019-02-27,Ewallet,37.22,5.1
458-10-8612,Naypyidaw,Normal,Male,Health and beauty,2019-01-20,Ewallet,22.428,7.6
501-61-1753,Mandalay,Normal,Female,Home and lifestyle,2019-01-03,Ewallet,18.945,9.8
235-06-8510,Naypyidaw,Member,Male,Home and lifestyle,2019-01-24,Ewallet,12.858,5.1
433-08-7822,Naypyidaw,Normal,Female,Health and beauty,2019-01-05,Ewallet,27.6115,7.5
361-85-2571,Yangon,Normal,Female,Sports and travel,2019-03-30,Cash,22.37,7.4
131-70-8179,Yangon,Member,Female,Health and beauty,2019-02-17,Cash,13.8135,4.2
500-02-2261,Naypyidaw,Normal,Female,Food and beverages,2019-03-21,Ewallet,17.187,5.9
720-72-2436,Yangon,Normal,Male,Food and beverages,2019-03-02,Ewallet,13.304,6.9
702-83-5291,Naypyidaw,Member,Male,Fashion accessories,2019-03-27,Cash,44.919,6.6
809-69-9497,Yangon,Normal,Female,Home and lifestyle,2019-01-19,Ewallet,22.84,5.7
449-16-6770,Yangon,Normal,Male,Health and beauty,2019-02-19,Credit card,12.6975,5.3
333-23-2632,Yangon,Member,Male,Health and beauty,2019-03-28,Cash,3.528,4.2
489-82-1237,Yangon,Normal,Female,Electronic accessories,2019-01-05,Credit card,32.858,7.3
859-97-6048,Naypyidaw,Member,Male,Electronic accessories,2019-03-26,Credit card,8.425,5.3
676-10-2200,Mandalay,Member,Male,Fashion accessories,2019-02-03,Ewallet,2.689,4.7
373-88-1424,Naypyidaw,Member,Male,Home and lifestyle,2019-02-06,Ewallet,8.9525,7.9
365-16-4334,Mandalay,Normal,Female,Food and beverages,2019-02-24,Ewallet,10.572,8.9
503-21-4385,Mandalay,Member,Male,Health and beauty,2019-02-21,Ewallet,5.9865,9.3
305-89-2768,Mandalay,Member,Female,Home and lifestyle,2019-01-09,Ewallet,3.285,4.7
574-80-1489,Mandalay,Member,Female,Food and beverages,2019-02-25,Ewallet,12.57,8.7
784-08-0310,Naypyidaw,Member,Female,Food and beverages,2019-01-13,Cash,4.208,7.6
200-40-6154,Mandalay,Member,Male,Home and lifestyle,2019-02-09,Cash,19.773,5.7
846-10-0341,Yangon,Normal,Female,Fashion accessories,2019-01-06,Cash,14.8995,6.8
577-34-7579,Naypyidaw,Member,Male,Food and beverages,2019-01-10,Cash,22.7205,5.4
430-02-3888,Mandalay,Normal,Male,Electronic accessories,2019-02-07,Cash,13.806,7.1
867-47-1948,Naypyidaw,Normal,Female,Home and lifestyle,2019-01-09,Cash,7.9,7.8
384-59-6655,Yangon,Member,Female,Food and beverages,2019-02-19,Cash,44.397,8.4
256-58-3609,Naypyidaw,Member,Male,Fashion accessories,2019-03-18,Cash,4.599,9.8
324-92-3863,Yangon,Member,Male,Electronic accessories,2019-02-05,Cash,2.089,9.8
593-08-5916,Yangon,Normal,Female,Fashion accessories,2019-03-19,Credit card,0.775,7.4
364-34-2972,Naypyidaw,Member,Male,Electronic accessories,2019-03-30,Cash,14.523,6.7
794-42-3736,Mandalay,Normal,Male,Food and beverages,2019-01-26,Credit card,3.333,6.4
172-42-8274,Mandalay,Normal,Female,Electronic accessories,2019-03-02,Credit card,3.827,5.8
558-60-5016,Yangon,Normal,Female,Home and lifestyle,2019-03-04,Ewallet,14.985,7.2
195-06-0432,Yangon,Member,Male,Home and lifestyle,2019-01-13,Credit card,12.1515,9.3
605-03-2706,Yangon,Normal,Female,Health and beauty,2019-03-25,Cash,2.37,9.5
214-30-2776,Mandalay,Member,Female,Electronic accessories,2019-03-11,Credit card,8.6225,9.0
746-04-1077,Mandalay,Member,Female,Food and beverages,2019-01-01,Credit card,42.315,9.0
448-34-8700,Mandalay,Member,Male,Home and lifestyle,2019-02-10,Ewallet,12.9185,6.7
452-04-8808,Mandalay,Normal,Male,Electronic accessories,2019-01-26,Cash,30.478,5.5
531-56-4728,Yangon,Normal,Male,Home and lifestyle,2019-02-11,Cash,12.012,5.4
744-82-9138,Naypyidaw,Normal,Male,Fashion accessories,2019-02-07,Cash,8.613,8.2
883-69-1285,Mandalay,Member,Male,Fashion accessories,2019-03-06,Credit card,4.992,7.0
221-25-5073,Yangon,Normal,Female,Food and beverages,2019-03-04,Cash,14.932,8.5
518-71-6847,Mandalay,Member,Male,Food and beverages,2019-02-26,Ewallet,7.98,4.9
156-20-0370,Mandalay,Normal,Female,Electronic accessories,2019-03-10,Credit card,1.2725,5.1
151-33-7434,Mandalay,Normal,Female,Food and beverages,2019-02-04,Credit card,3.3885,6.5
728-47-9078,Naypyidaw,Member,Male,Food and beverages,2019-01-19,Cash,11.918,9.8
809-46-1866,Yangon,Normal,Male,Health and beauty,2019-01-23,Cash,11.63,8.4
139-32-4183,Yangon,Member,Female,Sports and travel,2019-03-14,Ewallet,43.866,7.4
148-41-7930,Naypyidaw,Normal,Male,Health and beauty,2019-01-23,Cash,34.986,6.1
189-40-5216,Naypyidaw,Normal,Male,Electronic accessories,2019-01-09,Cash,33.7295,6.0
374-38-5555,Mandalay,Normal,Female,Fashion accessories,2019-02-07,Ewallet,15.9275,8.5
764-44-8999,Mandalay,Normal,Female,Health and beauty,2019-02-18,Ewallet,1.476,4.3
552-44-5977,Mandalay,Member,Male,Health and beauty,2019-01-03,Credit card,24.8,6.2
267-62-7380,Naypyidaw,Member,Male,Electronic accessories,2019-03-29,Ewallet,41.17,4.3
430-53-4718,Mandalay,Member,Male,Health and beauty,2019-01-28,Credit card,30.148,8.4
886-18-2897,Yangon,Normal,Female,Food and beverages,2019-03-22,Credit card,14.14,4.5
602-16-6955,Mandalay,Normal,Female,Sports and travel,2019-01-24,Ewallet,38.3,6.0
745-74-0715,Yangon,Normal,Male,Electronic accessories,2019-03-10,Ewallet,5.803,8.8
690-01-6631,Mandalay,Normal,Male,Fashion accessories,2019-02-22,Ewallet,8.745,6.6
652-49-6720,Naypyidaw,Member,Female,Electronic accessories,2019-02-18,Ewallet,3.0475,5.9
233-67-5758,Naypyidaw,Normal,Male,Health and beauty,2019-01-29,Ewallet,2.0175,6.2
303-96-2227,Mandalay,Normal,Female,Home and lifestyle,2019-03-02,Ewallet,48.69,4.4
727-02-1313,Yangon,Member,Male,Food and beverages,2019-02-09,Cash,1.592,7.7
347-56-2442,Yangon,Normal,Male,Home and lifestyle,2019-02-22,Cash,3.291,4.1
849-09-3807,Yangon,Member,Female,Fashion accessories,2019-02-18,Cash,30.919,6.6
